target_dim,perplexity,ijk,kendall,residual variance,globalh0,globalh1
2,2.0,0.47609999999999997,-0.061433361713728304,0.990509007911247,90.58976838546589,22.146601040807322
2,4.35483870967742,0.33440000000000003,-0.3091606846794705,0.8697154950306171,82.38416786690973,21.4253237962709
2,6.709677419354839,0.2915,-0.4065443734253083,0.7078064301809135,67.5130958901761,21.207538683899642
2,9.064516129032258,0.29469999999999996,-0.4007440092694383,0.7464379627790868,57.732035823215085,17.407245015340422
2,11.419354838709678,0.2791,-0.4163008986460439,0.73112810707091,50.04038172516668,15.682762630090009
2,13.774193548387098,0.32499999999999996,-0.2748099667688634,0.9177154512779797,43.291552497706256,18.15037230485833
2,16.129032258064516,0.2603,-0.4284968807318005,0.7947222991541494,38.78458530892572,15.843218854962151
2,18.483870967741936,0.2512,-0.4859983132811112,0.6885894603593152,31.953773860457094,11.402780680027044
2,20.838709677419356,0.2066,-0.5596588997554518,0.5695411657245146,29.600713548679735,11.055383528307004
2,23.193548387096776,0.18330000000000002,-0.5963380685211656,0.5076646410447534,26.59697596434234,10.996832717217407
2,25.548387096774196,0.15769999999999995,-0.6528912934847566,0.41614089103535923,22.156329686050718,11.09053375007166
2,27.903225806451616,0.17259999999999998,-0.6108491935766461,0.4887205753280399,20.235145192413672,10.572214811508651
2,30.258064516129032,0.15380000000000005,-0.653859624662792,0.4249718883659376,16.8473248806785,11.503909191026409
2,32.61290322580645,0.11370000000000002,-0.7322268734754497,0.24932424523771646,16.04465861192156,10.537581044155269
2,34.96774193548387,0.118,-0.7207710238385182,0.2799850137334865,10.388794167107378,7.071208458389267
2,37.322580645161295,0.10499999999999998,-0.7539601824980959,0.23007582687986372,13.230697726245603,10.339562980524345
2,39.67741935483871,0.12280000000000002,-0.7097526018802361,0.3126834821516894,10.700725779255905,10.471413565184639
2,42.03225806451613,0.14270000000000005,-0.6838784983675341,0.3484091785542821,8.603573921260496,6.54128219651277
2,44.38709677419355,0.1362,-0.6983850567812839,0.3153887901655891,6.380995821239194,8.573185909189913
2,46.74193548387097,0.10950000000000004,-0.7451819008076997,0.24811145869236295,5.112618373193585,6.671697617617189
2,49.09677419354839,0.10740000000000005,-0.7406789248162614,0.25150376333460833,5.15341672613717,10.070228470886393
2,51.45161290322581,0.06140000000000001,-0.8366251443166751,0.09221944466513354,3.117409245770465,9.574762669621393
2,53.80645161290323,0.1089,-0.7522974654776603,0.23649110480306368,2.058467494495311,8.334323692192015
2,56.16129032258065,0.11929999999999996,-0.7314752239152945,0.26101846818058105,0.9481647264089175,7.246476884448469
2,58.516129032258064,0.11870000000000003,-0.7189587637400262,0.2901465895273133,1.4808300866976736,9.665889983496076
2,60.87096774193549,0.11529999999999996,-0.731948266871666,0.27459401190017174,1.0988951284571675,7.579274905132089
2,63.225806451612904,0.09830000000000005,-0.7674368463982473,0.21722130547472174,2.0704412509355943,9.738823617736523
2,65.58064516129033,0.08730000000000004,-0.797283200992253,0.1684793345342952,2.2804017963585905,8.41476863383847
2,67.93548387096774,0.08220000000000005,-0.8112725644673563,0.14332373485836214,2.5455430572911655,8.59356833840042
2,70.29032258064517,0.0988,-0.7773315745130394,0.2072568923479179,4.453167274652668,6.859167789030483
2,72.64516129032259,0.1079,-0.7542446549865731,0.24850023621249084,5.919795783517905,7.2078423882153295
2,75.0,0.09130000000000005,-0.7918531678480417,0.17904899059305857,4.9974003385302055,6.684467982789112
