target_dim,n_neighbors,min_dist,ijk,kendall,residual variance,globalh0,globalh1
2,4,0.0,0.22040000000000004,-0.5681449220245549,0.49147728342606645,125.00638259056794,38.170340000829036
2,8,0.0,0.14780000000000004,-0.6699199762493426,0.29606472624512903,124.44645762981793,38.128780345432205
2,16,0.0,0.15159999999999996,-0.66251126891975,0.3039500107448013,126.45482499059206,38.812085476236184
2,32,0.0,0.1582,-0.6457781402648262,0.3752975379361392,124.80230731559932,39.482768126572765
2,64,0.0,0.17759999999999998,-0.6125689817831937,0.4699746527758951,126.58942101513567,38.72387129698299
2,128,0.0,0.21189999999999998,-0.5354902750079449,0.6071694235632306,126.01829105860777,38.775785130297784
2,4,0.1,0.20020000000000004,-0.6072792089762804,0.4127039234203774,125.06644858527737,37.62350922258337
2,8,0.1,0.12560000000000004,-0.7081124838811025,0.25319246421307806,126.15352487188888,37.32116584642449
2,16,0.1,0.09909999999999997,-0.7782806059719243,0.16355421251565272,124.46783489625139,38.375906267837834
2,32,0.1,0.14259999999999995,-0.6924733120550793,0.3090860843136205,125.3906342013962,39.19553895608237
2,64,0.1,0.21250000000000002,-0.50714667359079,0.6789133795511022,124.76947420217864,38.01293513938726
2,128,0.1,0.14200000000000002,-0.6942575392235009,0.3165383430609705,126.50696619112699,38.966309492625335
2,4,0.25,0.24650000000000005,-0.5258781011967779,0.5510376961380377,125.57217607194572,38.168473902421276
2,8,0.25,0.13690000000000002,-0.7136145087192449,0.21915143451548957,126.84586105177361,38.15945771260962
2,16,0.25,0.11450000000000005,-0.7570373200075375,0.19732574885186627,126.28210127774096,39.491700581369805
2,32,0.25,0.13670000000000004,-0.7105608388788608,0.2780753901214058,126.36073868322948,38.82372286278475
2,64,0.25,0.22330000000000005,-0.5060884496830776,0.6543617461762767,125.89192052130427,38.63747404286803
2,128,0.25,0.22230000000000005,-0.5202069850028169,0.6122889847948729,125.89228115736493,38.44879023953323
2,4,0.5,0.23770000000000002,-0.520822781427099,0.5549316515650363,126.24402341541861,38.69584031420365
2,8,0.5,0.15410000000000001,-0.6488468514708551,0.35847489928414566,126.13632094555214,38.93971788777929
2,16,0.5,0.12429999999999997,-0.7259764874528187,0.2608353155512969,125.65397114933239,37.203545453162846
2,32,0.5,0.18059999999999998,-0.6424174832023972,0.3834538010270361,124.70997505962012,37.87945305929603
2,64,0.5,0.2569,-0.44358715847518404,0.7417626546748856,125.4075407236248,38.84943076647089
2,128,0.5,0.25539999999999996,-0.4756845161767335,0.6494532376255151,125.49282052917442,37.416750803824314
2,4,0.8,0.267,-0.48338827008424506,0.6226561317770254,126.62091931549185,39.22075937297151
2,8,0.8,0.19110000000000005,-0.5762824021706788,0.44892582814517545,126.86482852100373,38.86059382817305
2,16,0.8,0.17159999999999997,-0.6312141574714667,0.407500550135679,126.0168677455874,38.32310159761533
2,32,0.8,0.21199999999999997,-0.5637340679015654,0.5217586340996538,126.39869170121835,38.359896322696095
2,64,0.8,0.26580000000000004,-0.440125304891065,0.7086860497458987,127.14247567577647,38.55514349235137
2,128,0.8,0.26080000000000003,-0.46290891913043747,0.6414147866480384,126.9362000536478,38.584123706313605
